적용년월,시도코드,시도명,사용건수,인원수,사용금액
2014-08,48,경상남도,22514,13472,1216531440
2014-08,50,제주특별자치도,5660,3202,276272360
2014-09,11,서울특별시,68882,40899,4423604278
2014-09,26,부산광역시,24313,14176,1452160838
2014-09,27,대구광역시,18254,11586,1134748540
2014-09,28,인천광역시,19514,11743,1080912886
2014-09,29,광주광역시,15294,9386,822718760
2014-09,30,대전광역시,14553,8993,830357090
2014-09,31,울산광역시,8093,5147,548887130
2014-09,36,세종특별자치시,551,376,24888600
2014-09,41,경기도,90919,55690,5292135876
2014-09,42,강원도,8754,5477,484238540
2014-09,43,충청북도,10637,6493,553931388
2014-09,44,충청남도,13165,8050,743462540
2014-09,45,전라북도,12934,7768,682120880
2014-09,46,전라남도,9867,5880,474289113
2014-09,47,경상북도,14364,8984,789074168
2014-09,48,경상남도,22077,13405,1215980715
2014-09,50,제주특별자치도,5513,3151,287143068
2014-10,11,서울특별시,70387,41246,4525146606
2014-10,26,부산광역시,24550,14177,1481015166
2014-10,27,대구광역시,18681,11735,1171479606
2014-10,28,인천광역시,19542,11706,1075378304
2014-10,29,광주광역시,15424,9332,813384768
2014-10,30,대전광역시,14493,8922,831961970
2014-10,31,울산광역시,8244,5189,569813720
2014-10,36,세종특별자치시,645,411,30456970
2014-10,41,경기도,92430,56084,5385935021
2014-10,42,강원도,9009,5497,492897198
2014-10,43,충청북도,10790,6633,578452970
2014-10,44,충청남도,13909,8343,781172457
2014-10,45,전라북도,12976,7767,677421770
2014-10,46,전라남도,10140,5920,496694020
2014-10,47,경상북도,14785,9092,805036319
2014-10,48,경상남도,22451,13544,1251130710
2014-10,50,제주특별자치도,5245,3056,256685240
2014-11,11,서울특별시,66622,40406,4163878353
2014-11,26,부산광역시,23141,13850,1343735480
2014-11,27,대구광역시,17523,11456,1078744560
2014-11,28,인천광역시,18825,11596,990112060
2014-11,29,광주광역시,14891,9164,773826343
2014-11,30,대전광역시,14050,8859,764018730
2014-11,31,울산광역시,7610,5035,512687820
2014-11,36,세종특별자치시,683,442,32961800
2014-11,41,경기도,88615,55377,5003423802
2014-11,42,강원도,8453,5392,440942910
2014-11,43,충청북도,10589,6528,544152730
2014-11,44,충청남도,13205,8242,719645350
2014-11,45,전라북도,12061,7557,612284352
2014-11,46,전라남도,9610,5896,461583232
2014-11,47,경상북도,13771,8784,713628943
2014-11,48,경상남도,21397,13353,1158991380
2014-11,50,제주특별자치도,4946,2970,232691972
2014-12,11,서울특별시,69679,40872,4327112018
2014-12,26,부산광역시,24152,14026,1408559947
2014-12,27,대구광역시,18729,11666,1118165680
2014-12,28,인천광역시,19901,11845,1039429741
2014-12,29,광주광역시,15290,9240,771945948
2014-12,30,대전광역시,14359,8956,789024730
2014-12,31,울산광역시,8113,5109,529442260
2014-12,36,세종특별자치시,737,472,35753890
2014-12,41,경기도,91896,56011,5130676138
2014-12,42,강원도,9052,5514,462686789
2014-12,43,충청북도,11159,6693,566367190
2014-12,44,충청남도,13849,8289,728179320
2014-12,45,전라북도,12639,7700,648252049
2014-12,46,전라남도,10136,5964,496997987
2014-12,47,경상북도,14717,8992,764257252
2014-12,48,경상남도,22432,13484,1180794500
2014-12,50,제주특별자치도,5417,3068,256929150
2014-99,11,서울특별시,0,145859,0
2014-99,26,부산광역시,0,47861,0
2014-99,27,대구광역시,0,38313,0
2014-99,28,인천광역시,0,36990,0
2014-99,29,광주광역시,0,29184,0
2014-99,30,대전광역시,0,28464,0
2014-99,31,울산광역시,0,18059,0
2014-99,36,세종특별자치시,0,1196,0
2014-99,41,경기도,0,180830,0
2014-99,42,강원도,0,17662,0
2014-99,43,충청북도,0,21147,0
2014-99,44,충청남도,0,26777,0
2014-99,45,전라북도,0,23858,0
2014-99,46,전라남도,0,18246,0
2014-99,47,경상북도,0,28950,0
2014-99,48,경상남도,0,43050,0
2014-99,50,제주특별자치도,0,9420,0
2015-01,11,서울특별시,69819,41029,4418580731
2015-01,26,부산광역시,23803,13973,1375336031
2015-01,27,대구광역시,18232,11620,1116765460
2015-01,28,인천광역시,20103,11832,1051583902
2015-01,29,광주광역시,15603,9316,794380462
2015-01,30,대전광역시,14693,9025,802170140
2015-01,31,울산광역시,8002,5169,542856572
2015-01,36,세종특별자치시,781,500,36208626
2015-01,41,경기도,92817,56197,5206824824
2015-01,42,강원도,9194,5545,473053421
2015-01,43,충청북도,11408,6758,583072240
2015-01,44,충청남도,13967,8326,749661710
2015-01,45,전라북도,12928,7741,657504050
2015-01,46,전라남도,10190,5948,499994197
2015-01,47,경상북도,14651,8913,763022169
2015-01,48,경상남도,22357,13470,1204456390
2015-01,50,제주특별자치도,5352,3074,257793510
2015-02,11,서울특별시,60586,38170,3786428707
2015-02,26,부산광역시,21043,13208,1230521909
2015-02,27,대구광역시,16155,10760,970145058
2015-02,28,인천광역시,17330,11022,917897770
2015-02,29,광주광역시,13775,8768,711862767
2015-02,30,대전광역시,12973,8573,711695750
2015-02,31,울산광역시,7068,4810,465843090
2015-02,36,세종특별자치시,700,495,34305690
2015-02,41,경기도,80719,52426,4503604532
2015-02,42,강원도,8111,5314,420965717
2015-02,43,충청북도,9958,6364,505288950
2015-02,44,충청남도,12056,7800,651276333
2015-02,45,전라북도,11407,7268,585908780
2015-02,46,전라남도,8932,5664,438985946
2015-02,47,경상북도,12919,8418,698327680
2015-02,48,경상남도,19367,12579,1052132305
2015-02,50,제주특별자치도,4467,2871,218033123
2015-03,11,서울특별시,68095,40395,4323605648
2015-03,26,부산광역시,23237,13817,1402482182
2015-03,27,대구광역시,17520,11248,1078906354
2015-03,28,인천광역시,19187,11525,1025369758
2015-03,29,광주광역시,15012,9129,790108526
2015-03,30,대전광역시,14297,8905,789355350
2015-03,31,울산광역시,7915,5086,538582330
2015-03,36,세종특별자치시,882,583,43027350
2015-03,41,경기도,89668,55042,5087346465
2015-03,42,강원도,9158,5584,487953250
2015-03,43,충청북도,11106,6664,584072030
2015-03,44,충청남도,13460,8133,742289640
2015-03,45,전라북도,12420,7452,640651892
2015-03,46,전라남도,9810,5847,489400594
2015-03,47,경상북도,14424,8755,775423958
2015-03,48,경상남도,21621,13103,1195948480
2015-03,50,제주특별자치도,5170,2977,250308250
2015-04,11,서울특별시,66886,39707,4210505779
2015-04,26,부산광역시,23674,13893,1399934560
2015-04,27,대구광역시,17259,10983,1058105520
2015-04,28,인천광역시,18944,11293,991767670
2015-04,29,광주광역시,14877,9118,781042489
2015-04,30,대전광역시,14180,8767,784125426
2015-04,31,울산광역시,7824,5034,518719090
2015-04,36,세종특별자치시,933,590,43585340
2015-04,41,경기도,88424,54262,4993469292
2015-04,42,강원도,8829,5432,457393630
2015-04,43,충청북도,10632,6426,551023902
2015-04,44,충청남도,13336,7993,717883400
2015-04,45,전라북도,11974,7199,610136860
2015-04,46,전라남도,9731,5722,473313067
2015-04,47,경상북도,14145,8709,766177083
2015-04,48,경상남도,21227,12865,1179698209
2015-04,50,제주특별자치도,5235,3003,250935470
2015-05,11,서울특별시,64125,38008,4070998315
2015-05,26,부산광역시,21975,13194,1298877844
2015-05,27,대구광역시,17094,10757,1034755325
2015-05,28,인천광역시,18637,10999,983317282
2015-05,29,광주광역시,14557,8875,762467473
2015-05,30,대전광역시,13617,8455,741995389
2015-05,31,울산광역시,7413,4897,494983210
2015-05,36,세종특별자치시,958,591,46692230
2015-05,41,경기도,85342,52150,4760631488
2015-05,42,강원도,8416,5191,454084310
2015-05,43,충청북도,10418,6273,534465710
2015-05,44,충청남도,12876,7713,701303427
2015-05,45,전라북도,11459,6952,574182910
2015-05,46,전라남도,9214,5462,441034371
2015-05,47,경상북도,13332,8377,709909135
2015-05,48,경상남도,20202,12384,1114032002
2015-05,50,제주특별자치도,4812,2913,226674350
2015-06,11,서울특별시,58924,35853,3746760416
2015-06,26,부산광역시,21687,13107,1307393130
2015-06,27,대구광역시,16398,10519,1010720430
2015-06,28,인천광역시,17384,10673,922236280
2015-06,29,광주광역시,14050,8776,727303371
2015-06,30,대전광역시,12580,8123,716687290
2015-06,31,울산광역시,7325,4781,492759492
2015-06,36,세종특별자치시,1012,647,47977820
2015-06,41,경기도,79217,50093,4548496523
2015-06,42,강원도,8265,5198,438306660
2015-06,43,충청북도,10277,6255,541322020
2015-06,44,충청남도,12440,7576,691868670
2015-06,45,전라북도,11197,6862,577029678
2015-06,46,전라남도,8742,5423,427426493
2015-06,47,경상북도,13101,8285,708847653
2015-06,48,경상남도,19672,12206,1088578270
2015-06,50,제주특별자치도,5121,3009,251280970
2015-07,11,서울특별시,64671,37862,4121832514
2015-07,26,부산광역시,23279,13616,1406083207
2015-07,27,대구광역시,17994,11128,1089754600
2015-07,28,인천광역시,18867,11144,1011073850
2015-07,29,광주광역시,15170,9098,790870682
2015-07,30,대전광역시,13616,8364,754200850
2015-07,31,울산광역시,7820,4920,533378580
2015-07,36,세종특별자치시,1156,708,58473760
2015-07,41,경기도,87199,52475,4940547990
2015-07,42,강원도,8753,5341,475416800
2015-07,43,충청북도,10639,6368,554627950
2015-07,44,충청남도,13471,7826,745874130
2015-07,45,전라북도,11859,7131,607593151
2015-07,46,전라남도,9471,5615,477882981
2015-07,47,경상북도,13924,8521,742801364
2015-07,48,경상남도,20627,12515,1148825330
2015-07,50,제주특별자치도,5333,3086,268356900
2015-08,11,서울특별시,63887,37593,4125842438
2015-08,26,부산광역시,22546,13493,1354879000
2015-08,27,대구광역시,17882,11226,1101252886
2015-08,28,인천광역시,18681,11154,999727450
2015-08,29,광주광역시,14871,9016,781303390
2015-08,30,대전광역시,13800,8395,771182190
2015-08,31,울산광역시,7220,4757,489620620
2015-08,36,세종특별자치시,1168,739,55803370
2015-08,41,경기도,86072,52180,4881924079
2015-08,42,강원도,8568,5304,462652520
2015-08,43,충청북도,10681,6434,554059670
2015-08,44,충청남도,12876,7788,719319878
2015-08,45,전라북도,11732,7149,606445590
2015-08,46,전라남도,9424,5616,471536940
2015-08,47,경상북도,13892,8534,756405035
2015-08,48,경상남도,20416,12461,1137827860
2015-08,50,제주특별자치도,5257,3096,257098340
2015-09,11,서울특별시,61814,37111,4104251845
2015-09,26,부산광역시,22011,13374,1387358171
2015-09,27,대구광역시,17378,10999,1080967610
2015-09,28,인천광역시,18471,11139,1021196839
2015-09,29,광주광역시,14467,8944,778056079
2015-09,30,대전광역시,12937,8192,758117960
2015-09,31,울산광역시,7448,4856,526978970
2015-09,36,세종특별자치시,1116,703,52207000
2015-09,41,경기도,82923,51405,4870436961
2015-09,42,강원도,8192,5135,469884200
2015-09,43,충청북도,10139,6278,545425340
2015-09,44,충청남도,12445,7552,709046240
2015-09,45,전라북도,11270,6951,583408360
2015-09,46,전라남도,9215,5524,458540399
2015-09,47,경상북도,13515,8385,734291945
2015-09,48,경상남도,20212,12424,1158805190
2015-09,50,제주특별자치도,5024,3070,274934170
2015-10,11,서울특별시,57559,35910,3878796714
2015-10,26,부산광역시,19888,12656,1267752960
2015-10,27,대구광역시,15951,10582,995886763
2015-10,28,인천광역시,16937,10728,951170831
2015-10,29,광주광역시,13347,8575,725905977
2015-10,30,대전광역시,11910,7868,688056585
2015-10,31,울산광역시,7006,4747,487376660
2015-10,36,세종특별자치시,1095,723,58133060
2015-10,41,경기도,77657,49838,4643957566
2015-10,42,강원도,7784,5030,452877480
2015-10,43,충청북도,9646,6075,523386370
2015-10,44,충청남도,11439,7308,666217911
2015-10,45,전라북도,10501,6741,554131350
2015-10,46,전라남도,8335,5306,425763151
2015-10,47,경상북도,12116,7934,672540356
2015-10,48,경상남도,18334,11822,1067414180
2015-10,50,제주특별자치도,4726,2988,249202320
2015-11,11,서울특별시,58009,36183,3890234055
2015-11,26,부산광역시,19838,12653,1261568820
2015-11,27,대구광역시,16120,10752,1010450700
2015-11,28,인천광역시,16998,10872,941691734
2015-11,29,광주광역시,13119,8509,704550546
2015-11,30,대전광역시,11693,7769,661122390
2015-11,31,울산광역시,6860,4681,482658740
2015-11,36,세종특별자치시,1120,760,59308410
2015-11,41,경기도,76210,49523,4490490043
2015-11,42,강원도,7404,4918,414066760
2015-11,43,충청북도,9306,5989,492086610
2015-11,44,충청남도,11284,7262,642517039
2015-11,45,전라북도,10516,6774,557481991
2015-11,46,전라남도,8210,5268,405053401
2015-11,47,경상북도,12070,7926,666448373
2015-11,48,경상남도,18066,11804,1045972958
2015-11,50,제주특별자치도,4675,2988,235743940
2015-12,11,서울특별시,59949,36465,3961681326
2015-12,26,부산광역시,20287,12697,1281731361
2015-12,27,대구광역시,16618,10832,1070880180
2015-12,28,인천광역시,17681,11046,977957541
2015-12,29,광주광역시,13490,8600,717865628
2015-12,30,대전광역시,11947,7768,673856470
2015-12,31,울산광역시,7048,4734,486714748
2015-12,36,세종특별자치시,1117,759,60443820
2015-12,41,경기도,79175,50270,4634481225
2015-12,42,강원도,7606,4923,423135629
2015-12,43,충청북도,9742,6116,518544290
2015-12,44,충청남도,11614,7258,652599920
2015-12,45,전라북도,10800,6803,576408650
2015-12,46,전라남도,8546,5304,430712796
2015-12,47,경상북도,12060,7923,662501389
2015-12,48,경상남도,18351,11685,1054829285
2015-12,50,제주특별자치도,4715,2967,240234350
2015-99,11,서울특별시,0,141485,0
2015-99,26,부산광역시,0,46852,0
2015-99,27,대구광역시,0,38100,0
2015-99,28,인천광역시,0,36877,0
2015-99,29,광주광역시,0,28559,0
2015-99,30,대전광역시,0,27256,0
2015-99,31,울산광역시,0,17607,0
2015-99,36,세종특별자치시,0,2298,0
2015-99,41,경기도,0,174581,0
2015-99,42,강원도,0,17332,0
2015-99,43,충청북도,0,20525,0
2015-99,44,충청남도,0,26312,0
2015-99,45,전라북도,0,22691,0
2015-99,46,전라남도,0,18045,0
2015-99,47,경상북도,0,28024,0
2015-99,48,경상남도,0,41376,0
2015-99,50,제주특별자치도,0,9377,0
2016-01,11,서울특별시,62086,37217,4189022628
2016-01,26,부산광역시,20477,12711,1311567475
2016-01,27,대구광역시,16636,10722,1077761440
2016-01,28,인천광역시,18170,11201,1000191680
2016-01,29,광주광역시,13867,8632,754131574
2016-01,30,대전광역시,12685,8011,740246390
2016-01,31,울산광역시,7095,4760,497802130
2016-01,36,세종특별자치시,1188,773,61822420
2016-01,41,경기도,81887,51086,4858454886
2016-01,42,강원도,7714,4982,435383140
2016-01,43,충청북도,10112,6232,552422200
2016-01,44,충청남도,11681,7359,685589730
2016-01,45,전라북도,10994,6862,593205500
2016-01,46,전라남도,8876,5414,452903015
2016-01,47,경상북도,12401,7964,681534313
2016-01,48,경상남도,18504,11671,1077518634
2016-01,50,제주특별자치도,4692,2927,245944518
2016-02,11,서울특별시,56002,35252,3776969792
2016-02,26,부산광역시,18786,12163,1219129800
2016-02,27,대구광역시,15609,10480,1012448390
2016-02,28,인천광역시,16547,10673,919580140
2016-02,29,광주광역시,12492,8192,681389168
2016-02,30,대전광역시,11528,7700,691205255
2016-02,31,울산광역시,6504,4486,458885370
2016-02,36,세종특별자치시,1123,770,58079330
2016-02,41,경기도,73526,48229,4374071115
2016-02,42,강원도,7273,4822,417167540
2016-02,43,충청북도,9187,5921,499329890
2016-02,44,충청남도,11036,7127,644915339
2016-02,45,전라북도,9935,6482,533190280
2016-02,46,전라남도,8017,5101,401590869
2016-02,47,경상북도,11562,7633,641811111
2016-02,48,경상남도,17135,11222,989112412
2016-02,50,제주특별자치도,4304,2784,225185910
2016-03,11,서울특별시,59802,36041,4053859158
2016-03,26,부산광역시,20365,12505,1307546040
2016-03,27,대구광역시,16391,10609,1064650415
2016-03,28,인천광역시,17472,10816,973867290
2016-03,29,광주광역시,13716,8509,765539845
2016-03,30,대전광역시,12004,7771,716311100
2016-03,31,울산광역시,7338,4801,525033000
2016-03,36,세종특별자치시,1192,791,63402230
2016-03,41,경기도,78794,49463,4713412620
2016-03,42,강원도,7920,4995,455485650
2016-03,43,충청북도,9597,5927,522861960
2016-03,44,충청남도,11527,7144,661699272
2016-03,45,전라북도,10526,6558,581956250
2016-03,46,전라남도,8528,5179,444613584
2016-03,47,경상북도,12507,7846,695587897
2016-03,48,경상남도,18458,11588,1097362500
2016-03,50,제주특별자치도,4832,2872,262003320
2016-04,11,서울특별시,53335,33414,3602677606
2016-04,26,부산광역시,18020,11567,1130412159
2016-04,27,대구광역시,14521,9843,966928300
2016-04,28,인천광역시,15743,10170,873431726
2016-04,29,광주광역시,12178,7926,663745070
2016-04,30,대전광역시,11047,7349,652448375
2016-04,31,울산광역시,6316,4388,438948970
2016-04,36,세종특별자치시,1003,682,50463470
2016-04,41,경기도,70748,46181,4214534948
2016-04,42,강원도,7044,4665,397064590
2016-04,43,충청북도,8747,5596,471320780
2016-04,44,충청남도,10326,6711,589491000
2016-04,45,전라북도,9109,6036,501126210
2016-04,46,전라남도,7544,4825,389524644
2016-04,47,경상북도,11006,7282,595666195
2016-04,48,경상남도,16441,10790,970844613
2016-04,50,제주특별자치도,4157,2676,222477880
2016-05,11,서울특별시,54772,33657,3692372686
2016-05,26,부산광역시,18775,11697,1190663630
2016-05,27,대구광역시,15038,9912,969562730
2016-05,28,인천광역시,16465,10240,899317994
2016-05,29,광주광역시,12668,8034,702709779
2016-05,30,대전광역시,11810,7631,704609250
2016-05,31,울산광역시,6558,4415,459569948
2016-05,36,세종특별자치시,1014,684,51466050
2016-05,41,경기도,72963,46509,4314995088
2016-05,42,강원도,7327,4749,410059080
2016-05,43,충청북도,8829,5597,476674670
2016-05,44,충청남도,11027,6912,634514990
2016-05,45,전라북도,9792,6167,536356720
2016-05,46,전라남도,7734,4837,396571445
2016-05,47,경상북도,11593,7407,636323593
2016-05,48,경상남도,16922,10787,976652937
2016-05,50,제주특별자치도,4419,2731,224238290
2016-06,11,서울특별시,54564,33274,3663409918
2016-06,26,부산광역시,18574,11532,1184718773
2016-06,27,대구광역시,15111,9837,985754880
2016-06,28,인천광역시,16383,10132,918667250
2016-06,29,광주광역시,12766,8091,714598285
2016-06,30,대전광역시,11756,7547,689799280
2016-06,31,울산광역시,6556,4302,450499740
2016-06,36,세종특별자치시,1046,680,53728330
2016-06,41,경기도,72964,45696,4301256116
2016-06,42,강원도,7379,4698,415496755
2016-06,43,충청북도,8916,5618,471928220
2016-06,44,충청남도,11127,6941,657524828
2016-06,45,전라북도,9339,5976,504982369
2016-06,46,전라남도,7868,4854,410776068
2016-06,47,경상북도,11636,7348,635630963
2016-06,48,경상남도,17150,10812,990193500
2016-06,50,제주특별자치도,4358,2699,226016260
2016-07,11,서울특별시,58284,34069,3920704516
2016-07,26,부산광역시,19672,11799,1254740239
2016-07,27,대구광역시,15865,10102,1033444973
2016-07,28,인천광역시,17209,10293,961818556
2016-07,29,광주광역시,13530,8209,743699238
2016-07,30,대전광역시,12526,7693,751018390
2016-07,31,울산광역시,6940,4503,480210040
2016-07,36,세종특별자치시,1030,657,48675840
2016-07,41,경기도,77453,46890,4615621465
2016-07,42,강원도,7643,4743,428220110
2016-07,43,충청북도,9602,5733,517915064
2016-07,44,충청남도,11288,6974,666984115
2016-07,45,전라북도,9887,6085,541157382
2016-07,46,전라남도,8205,4924,432080505
2016-07,47,경상북도,11886,7457,664072711
2016-07,48,경상남도,18163,11029,1045863250
2016-07,50,제주특별자치도,4664,2804,251143260
2016-08,11,서울특별시,56696,33764,3862363212
2016-08,26,부산광역시,19732,11801,1274121291
2016-08,27,대구광역시,15495,9940,1012746350
2016-08,28,인천광역시,16788,10099,940175980
2016-08,29,광주광역시,12988,8027,743682191
2016-08,30,대전광역시,12267,7717,728553130
2016-08,31,울산광역시,7001,4520,492218040
2016-08,36,세종특별자치시,1044,667,54410270
2016-08,41,경기도,75023,46182,4503794840
2016-08,42,강원도,7624,4755,438022920
2016-08,43,충청북도,9373,5716,511704693
2016-08,44,충청남도,11084,6898,650429516
2016-08,45,전라북도,9975,6154,561679870
2016-08,46,전라남도,8092,4956,422332668
2016-08,47,경상북도,11846,7342,674868465
2016-08,48,경상남도,17825,11022,1051740010
2016-08,50,제주특별자치도,4557,2759,250470780
2016-10,11,서울특별시,54425,32877,3749184543
2016-10,26,부산광역시,18540,11481,1284806600
2016-10,27,대구광역시,14623,9682,993409135
2016-10,28,인천광역시,15333,9610,971502521
2016-10,29,광주광역시,12028,7750,776084392
2016-10,30,대전광역시,11158,7401,754704828
2016-10,31,울산광역시,6451,4273,422982090
2016-10,36,세종특별자치시,1054,694,55529170
2016-10,41,경기도,70451,44691,4551422143
2016-10,42,강원도,6824,4486,440021823
2016-10,43,충청북도,8852,5506,528533470
2016-10,44,충청남도,10580,6724,669405250
2016-10,45,전라북도,9127,5881,556697864
2016-10,46,전라남도,7188,4646,437751561
2016-10,47,경상북도,10822,6960,658432611
2016-10,48,경상남도,16935,10714,1034657072
2016-10,50,제주특별자치도,3971,2553,242308030
2016-11,11,서울특별시,52029,32132,3508771010
2016-11,26,부산광역시,17869,11154,1218553031
2016-11,27,대구광역시,14180,9548,995173710
2016-11,28,인천광역시,14650,9322,903564410
2016-11,29,광주광역시,11338,7453,715941913
2016-11,30,대전광역시,10242,7020,678110410
2016-11,31,울산광역시,6252,4220,415817730
2016-11,36,세종특별자치시,977,678,52100290
2016-11,41,경기도,67118,43395,4220793694
2016-11,42,강원도,6515,4359,406024500
2016-11,43,충청북도,8280,5318,494629670
2016-11,44,충청남도,10264,6585,614369800
2016-11,45,전라북도,8705,5734,518938370
2016-11,46,전라남도,6678,4505,417952587
2016-11,47,경상북도,10584,6896,657575269
2016-11,48,경상남도,16346,10437,1003950100
2016-11,50,제주특별자치도,3969,2508,228868660
2016-12,11,서울특별시,50540,31247,3323982956
2016-12,26,부산광역시,16739,10640,1126126114
2016-12,27,대구광역시,13545,9229,939039980
2016-12,28,인천광역시,14104,9119,869945036
2016-12,29,광주광역시,10947,7272,675838935
2016-12,30,대전광역시,9819,6833,653084548
2016-12,31,울산광역시,6100,4131,408708660
2016-12,36,세종특별자치시,1049,703,50549700
2016-12,41,경기도,65322,42507,4028575531
2016-12,42,강원도,6239,4177,393649710
2016-12,43,충청북도,7991,5170,480539618
2016-12,44,충청남도,9723,6331,583882930
2016-12,45,전라북도,8610,5667,498662929
2016-12,46,전라남도,6504,4331,403623801
2016-12,47,경상북도,9960,6600,596216490
2016-12,48,경상남도,15507,10073,929771695
2016-12,50,제주특별자치도,3679,2429,219766710
2016-99,11,서울특별시,0,131030,0
2016-99,26,부산광역시,0,42958,0
2016-99,27,대구광역시,0,35864,0
2016-99,28,인천광역시,0,34343,0
2016-99,29,광주광역시,0,26347,0
2016-99,30,대전광역시,0,25511,0
2016-99,31,울산광역시,0,16266,0
2016-99,36,세종특별자치시,0,2612,0
2016-99,41,경기도,0,159830,0
2016-99,42,강원도,0,15847,0
2016-99,43,충청북도,0,18850,0
2016-99,44,충청남도,0,24110,0
2016-99,45,전라북도,0,20242,0
2016-99,46,전라남도,0,16271,0
2016-99,47,경상북도,0,25126,0
2016-99,48,경상남도,0,37504,0
2016-99,50,제주특별자치도,0,8850,0
2017-01,11,서울특별시,50630,30842,2790098743
2017-01,26,부산광역시,16320,10348,908294861
2017-01,27,대구광역시,13483,9139,769115341
2017-01,28,인천광역시,13629,8819,645847952
2017-01,29,광주광역시,10565,6992,527462234
2017-01,30,대전광역시,9699,6799,531528400
2017-01,31,울산광역시,6326,4172,353611700
2017-01,36,세종특별자치시,1032,699,41830990
2017-01,41,경기도,64485,41916,3230850384
2017-01,42,강원도,5873,4034,294362660
2017-01,43,충청북도,7655,5035,376813870
2017-01,44,충청남도,9177,6090,465401890
2017-01,45,전라북도,8416,5574,430316540
2017-01,46,전라남도,6449,4222,326393413
2017-01,47,경상북도,9626,6487,481161164
2017-01,48,경상남도,15547,9999,763254280
2017-01,50,제주특별자치도,3485,2348,171782700
2017-02,11,서울특별시,50803,31434,2795142376
2017-02,26,부산광역시,15877,10261,856877890
2017-02,27,대구광역시,12909,8990,747588920
2017-02,28,인천광역시,13466,8839,636622500
2017-02,29,광주광역시,10101,6823,492292336
2017-02,30,대전광역시,9478,6658,526309204
2017-02,31,울산광역시,5977,4125,327870300
2017-02,36,세종특별자치시,929,670,40543980
2017-02,41,경기도,63180,41608,3124982378
2017-02,42,강원도,5954,4143,304162670
2017-02,43,충청북도,7459,4886,374633450
2017-02,44,충청남도,8965,5992,451163823
2017-02,45,전라북도,8108,5481,403919606
2017-02,46,전라남도,5655,3978,289350080
2017-02,47,경상북도,9308,6327,459155235
2017-02,48,경상남도,14831,9681,737597280
2017-02,50,제주특별자치도,3413,2316,160646190
2017-03,11,서울특별시,61120,34264,3324263701
2017-03,26,부산광역시,19459,11265,1077237910
2017-03,27,대구광역시,15738,9752,912855170
2017-03,28,인천광역시,15985,9504,771614912
2017-03,29,광주광역시,12218,7397,598142396
2017-03,30,대전광역시,11191,7268,620748196
2017-03,31,울산광역시,7236,4487,404136970
2017-03,36,세종특별자치시,1165,747,52763330
2017-03,41,경기도,75831,44870,3768633356
2017-03,42,강원도,7364,4516,364271909
2017-03,43,충청북도,8743,5286,428621760
2017-03,44,충청남도,11181,6668,555221730
2017-03,45,전라북도,9621,5868,469540650
2017-03,46,전라남도,7013,4384,368073918
2017-03,47,경상북도,11372,6856,569454489
2017-03,48,경상남도,18131,10677,890124060
2017-03,50,제주특별자치도,4395,2648,213328130
2017-04,11,서울특별시,52499,31834,2876146224
2017-04,26,부산광역시,16286,10414,879743344
2017-04,27,대구광역시,13313,8951,795170660
2017-04,28,인천광역시,13664,8833,648087550
2017-04,29,광주광역시,10218,6816,515601588
2017-04,30,대전광역시,9487,6579,507993646
2017-04,31,울산광역시,6358,4229,357371420
2017-04,36,세종특별자치시,992,671,46054170
2017-04,41,경기도,65687,42102,3259958103
2017-04,42,강원도,6333,4234,313882120
2017-04,43,충청북도,7685,4928,372963710
2017-04,44,충청남도,9377,6132,472864818
2017-04,45,전라북도,7952,5266,393195560
2017-04,46,전라남도,5937,4063,308406236
2017-04,47,경상북도,9564,6359,482659116
2017-04,48,경상남도,15250,9696,756043650
2017-04,50,제주특별자치도,3781,2488,183318480
2017-05,11,서울특별시,60075,34022,3311345978
2017-05,26,부산광역시,19356,11364,1071400080
2017-05,27,대구광역시,15220,9511,884595694
2017-05,28,인천광역시,16094,9568,783477980
2017-05,29,광주광역시,11930,7300,602897336
2017-05,30,대전광역시,10859,7060,579817460
2017-05,31,울산광역시,7180,4506,407509650
2017-05,36,세종특별자치시,1170,734,53389460
2017-05,41,경기도,76059,45052,3803784725
2017-05,42,강원도,7162,4497,364222460
2017-05,43,충청북도,8647,5205,438705760
2017-05,44,충청남도,10907,6631,542654430
2017-05,45,전라북도,9239,5770,472699330
2017-05,46,전라남도,6933,4364,362275150
2017-05,47,경상북도,10828,6653,544338757
2017-05,48,경상남도,17441,10354,865638823
2017-05,50,제주특별자치도,4410,2680,214599680
2017-06,11,서울특별시,59372,33892,3238872001
2017-06,26,부산광역시,18543,11239,1027162365
2017-06,27,대구광역시,14432,9311,854157722
2017-06,28,인천광역시,15687,9427,759205669
2017-06,29,광주광역시,11706,7315,590329117
2017-06,30,대전광역시,10723,7078,591550100
2017-06,31,울산광역시,7094,4437,402094680
2017-06,36,세종특별자치시,1134,734,52709990
2017-06,41,경기도,74729,45116,3813246372
2017-06,42,강원도,7107,4499,378344510
2017-06,43,충청북도,8485,5149,433707628
2017-06,44,충청남도,10617,6563,531633150
2017-06,45,전라북도,8992,5683,455473150
2017-06,46,전라남도,6771,4311,344481662
2017-06,47,경상북도,10494,6604,539930036
2017-06,48,경상남도,16734,10143,844123089
2017-06,50,제주특별자치도,4324,2647,206731030
2017-07,11,서울특별시,63744,35032,3504605814
2017-07,26,부산광역시,20099,11729,1113522359
2017-07,27,대구광역시,15598,9650,919888150
2017-07,28,인천광역시,16910,9745,842549479
2017-07,29,광주광역시,12711,7569,637018747
